text,label
pengiriman dibungkus plastik bening doang,negative
saya bru pakai 4 hari tp sdh berbulu dan kelipet2..,negative
"Klaim produknya tdk mengkerut, trnyata baru bbrp hari dipake. Korsetnya mengkerut bikin ga nyaman. Sadd",negative
maaf ganti ulasan..hasil dr produk stlh brp minggu dipake ga worth it dr segi harga yg mehong..buang duit??,negative
"Harga 1 juta tapi packagingnya cuma pakai selembaran plastik, kebangetan bgt deh huhuuu sampe dirumah dus korsetnya sampe penyok2..",negative
PO udah sebulan gak sampai cm d kirim voucher dan di janjikan minggu k 3 bulan juni di kirim .. cuman sampe skrg udh akhir bulan juni blm terima juga � di chat gak balas???,negative
"gak pernah saya kasih bintang 1 ke toko manapun, tapi untuk x ini saya kecewa Barang saya yg minyak kayu putih gak di kirim. semoga berkah ka walau cuma uang sgitu dan gak lagi2 belanja di toko yg GAK AMANAH ini",negative
"tidak recommended , hanya memikirkan untung , tidak memikirkan keluhan konsumen",negative
KAPOK BELI DISINI,negative
Official store produknya cuman d bungkus plastik ??? Sebercanda itu tokopedia lolosin ini toko jadi official store,negative
"Barangnya ancur cuman d bungkus plastik, dengan harga segitu kualitas toko official store tp barang d terima ancur mah KAPOK",negative
Packing cm kresek tipis jd dus nya rusak gini. Kurang recomended cara packing aplg buat produk yg mudah rusak gini. Hadehh kecewa,negative
"Sangat amat kecewa, tidak layak jual",negative
"Packingnya cm kresek krg aman, jd pas dateng peot pdhl buat d jual, haduhh..",negative
PRODUK DIKIRIM TIDAK LENGKAP !!!,negative
admin cs nya ga nyambung ditanya apa jawab nya apa,negative
"Kurang cocok utk bayi kulit sensitif. Bbrp kali pakai, kulit bayi jd beruntusan.",negative
"botolnya kurang proper, mudah sekali tumpah",negative
"Negative bgt botol nya, jadi gak praktis tumpah2 gitu kaya bocor, liat review emang masalahnya di botol, ehh ternyata bener, paraaaah sih menurut aku botolnya, oil nya lumayan lah",negative
pernah tanya kapan expd nya katanya 10/2023 ternyata exp 2022. kesel aja uda bela2in beli disini yg jauh lebih mahal dr toko lain demi dapet expd 2023,negative
"pengiriman lama, kemasan penyok parah",negative
Belinya transpulmin baby yg sampe transpulmin kids.. sorry dksih bintang 2 biar ada perbaikan kedepannya.. thx,negative
proses konfirmasi lama.. chat gk di balas..,negative
"KECEWA DAN SANGAT TDK PUAS DGN PELAYANAN.sejak tgl 18 setelah order barang, saat itu status masih Menunggu Konfirmasi, jadi artinya BELUM DIPROSES OLEH PENJUAL.. Saya melakukan pembatalan karena saya ingin mengganti produk yg akan saya beli DI TOKO yg SAMA.. Saya konfirmasi Penjual melalu Chat sampai 3x untuk minta proses PEMBATALAN.. Sampai malam hari sebelum tidur, status masih Menunggu Konfirmasi yg artinya Pesanan saya BELUM DIPROSES.. Tp kemudian tgl 19 Juli 2021 Pagi, penjual mengubah statusnya menjadi DIPROSES.. Yg artinya penjual tidak berkenan melakukan pembatalan.. Dan status diubah jadi MENUNGGU KURIR (masih ditanggal 19 pagi).. Tapi sampai tgl 21, BARANG BELUM DIKIRIM, dan status masih MENUNGGU KURIR.. Status pengiriman tidak terupdate.. Penjual MENYALAHKAN PIHAK provider pengiriman..Barang baru dikirim setelat saya Lapor Ke Pihak TOKOPEDIA..",negative
"Adminnya lambat. Barang juga tidak sampai di tangan saya setelah menunggu hampir 3 minggu. Padahal saya ada transaksi dari beberapa toko di hari yang sama dan semuanya sudah sampai maksimal 3 hari setelah saya pesan.Dari pihak kurir katanya udah sampai dan diterima keluarga dekat, padahal nama penerimanya aja ga kenal.Terus komplain ke toped, baru direspon setelah hampir 2 mggu dan akhirnya diputuskan dari pihak toped untuk direfund.",negative
"Beli dsni sih pengen free giftNya sebenerNya, jadi buruan bayar saat masih ada gambar free gift lunch bag nya. Tapi kecewa sangat, ternyata pihak penjual baru konfirmasi kalau free gift bagNya telah habis saat barang udah dlm proses pengantaran, dan blg klo d ganti dg free gift lain. Ehh,, ternyata cuma dapat 2 Tumbler dr lactamil,, jujur kecewa. Padahal bela2in beli d lapak ini krn udh punya 2 royal swimmng pool dr lapak oyen n biru ??.",negative
"Barang penyok Gaes. Klo dari ekspedisi, kardus harusnya rusak, nah ini kardusnya tebal dan masih mulus. Returan sy dari toko sebelah dibalikin lewat Toped. Mana bohong lagi, foto yg dikirim ke tokopedia care bukan foto paket saya. Untung asuransi mau terima claim. Jadi hati2 Gaes! Nutrilon sudah mulai tidak AMANAH!",negative
ga sesuai dengan yg di posting,negative
"hadiah gak di kirim , toko offical tapi gak amanah , kapok dah",negative
lain kali lebih teliti..tolong dicek dulu sebelum barang dikirim jgn sampe salah..pesan nutrilon 3 sebanyak 2 kaleng tp yg dikirim satunya nutrilon 4.,negative
"Barang pertama yang pertama pesan sama2 leging dengan kode item yang sama. Tapi kedua kalinya saya pesan barang berbeda, bahan berbeda. Kecewa sekali",negative
Langsung sobek pas pertama kali di pake,negative
Baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat ga pernah di bls.. ga recommended...,negative
Ga ngerti kenapa bagian karetnya melilit. Dan ga bisa dilurusin. Udah nyoba diputer-puter tapi tetep ga bisa. Sedih asli.,negative
Baru dipake lngsung sobek..bahanya tipis,negative
"kecewa bangett! beli dan lgsg bayar di tanggal 11 Agustus 2021, dan skrg di tanggal 5 September 2021 barang masih belum diterima. melakukan complaint setelah 2 minggu dr tanggal pemesanan krn masih sabar dipikir ada kendala. skrg udh hampir sebulan masih dibilang follow up terus dan tiba2 status pesanan yg tadinya complaint malah selesai. ngga paham jdnya ini gimana penyelesaiannya",negative
"aduh parah deh kualitasnya . respons konfirmasi order sampe 2 hari , paa barang datang baru jg dipakai 2 jam masa bolong pas bagian miss V nya ..ckckckc kecewa banget!!! trus bahannya jg nerawang alias tipis dan pengait bagian perutnya jg gmpang lepas ..hadeuh kapok beli produk mamas choice deh",negative
Proses pengiriman lama. Bahan tipis,negative
biasa aja..harga lebih mahal dri toko sebelah,negative
kurang suka sama kainnya,negative
warnanya kusam ternyata...,negative
"hati2 beli produk nya. jangan sampai kecewa. berharap dapat hadiah nya, malahan ZONK. niat belanja di official store nya, malah dikirim dr toko cabang . ga dpt deh HADIAH nya.",negative
Saya sunggu sangat kecewa dengan pediasure,negative
"pesan dari kota tangerang tiba2 dikirim dari toko cabang, hadiah tidak ada...uda komplain dan banding tanggapan tokopedia n official store tidak baik, belanja ditoko online lain ga pernah trik ky gini, uda salah ga mau ngaku salah...pas cekout uda ulang2 diliat bener ini kirim dari kota tangerang, sudah screenshot juga itu yg dibeli, saya juga bisa liat mana yg toko cabang mana yg dari tangerang, hati-hati utk pembeli lain jangan sampai ada yg kena ky saya...",negative
Pas chekout kemarin tulisanny dapet cashback.. 150 ribu pas barang udh dpt kok koinnya cashback ny berubah hanya dpt 50 ribu kecewa banget.. bulan depan ganti susu dari kalbe aja lah..,negative
tertulis dapat hadiah. taunya bohong loh. g dapat apa2. bonusnya GK datang!!!!,negative
ga sesuai dengan banner nya katanya Free teflon tapi teflon tidak dikirim sangat kecewa,negative
sangat mengecewakan... mengira dapat bonus ternyata zonk gara2 penawaran paksa ektra shipping.... hati2 guys sama jebakan free ongkir ini yg ternyata menghilangkan menghapu bonus...,negative
Gak dpat tefal seperti info..dan gak ada konfirmasi terkait hal ini..udah beli beberp kali sesuai tp kali ini sama sekali tidak sesuai..mending official store ecommerce lain..buruk sangat buruk,negative
BOHONG gak dapat Hadiah kapok beli d sini ??????????????,negative
"Belanja harus hati2, Tidak Jelas. Sangat Kecewa untuk belanja kali ini.",negative
"pesenan sy g di respon, giliran sy cancel langsung di respon dan di kirim. dan juga bicaranya ngajak ribut... kapok sy belanja sprti ini... jika msh ada toko ky gini lagi berhenti sy pake aplikasi tokped",negative
Pampers nya yaampun di packing asal-asalan sampe kebuka danpampersnya pun sobek jujur kecewa banget,negative
kenapa pesananya ndk sesuai ukuran yg di pesan... klo stok kosong ya di ubah..,negative
pesanan ndk sesuai... pesen M di kirim L ....,negative
Box hancur!!!! Padahal customer beli untuk kado!!! Mengecewakan. Masa bungkus cuma pake plastik tipis? Toko besar tapi gak modal bubble wrap!!!!,negative
box nya rusak padahal pesenan orang & buat kado. Mengecewakan,negative
"Kardus rusak, packing jelek",negative
"seller tidak responsive, pesan dan pengajuan pembatalan selisih 2 menit, malah ditolak pengajuannya. padahal udah chat pengen ganti tipe barang sama alamat pengiriman tapi gak diwaro. payah",negative
packingnya jelek sekali. handling produknya tidak bagus. mau kasih kado ke orang masa kardusnya jelek begini. biki. malu aja,negative
"pihak toko lama dalam mengirim barang,warna barang tidak sesuai",negative
Kecewa berat. Kardus rusak padahal untuk kado,negative
"1. Pesan abu-abu yg dtg pink. Yakali bapak pake pink 2. Kalo mmg abu abu habis, ada loh fitur chat untuk konfirmasi ke pembeli, bersedia ganti warna atau tidak3. Kardus rusak, barang lama dijual kembali 4. Penjual tidak meminta maaf atas kesalahan yg dilakukan, dan tidak memberikan solusi atas kekeliruan yg terjadi 5. Penjual prosesnya lama banget, beli jumat pagi diproses senin alasannya sabtu minggu libur. Kayak PNS ya. 6. Barangnya gak nyaman banget, sakit kalo dipake terutama di bagian panggul. Kesimpulannya NOT RECOMMENDED SELLER AT ALL!",negative
"Kecewa dengan waktu pengiriman. Order jam 11.52 sengaja pilih sameday biar hari itu juga sampainya karena butuh cepat gendongan ini. Malah dikirim hari berikutnya. Kalau tidak bisa kirim di hari yang sama, tidak perlu diaktifkan pilihan kurir samedaynya. Atau infokan, untuk sameday itu maksimal order jam berapa baru bisa dikirim di hari yang sama.",negative
Penjual tidak ramah,negative
"barang datang dng dus yg tidak layak banget,buat kado jd malu dgn kondisi mengenaskan",negative
"paket datang kardus penyok & robek. malu klo buat kado. udah banyak yg gini, kenapa tidak ada perbaikan dr mooimom?",negative
saya nyesel pake yg same day.. rugi dikirimnya lama,negative
"Untuk pengiriman antar pulau penjual hanya packing dg 1 lapis kresek. Alhasil dusnya babakbelur penyok & sobek sana sini, padahal ini mau utk kado. Barang2 kecil saja di olshop lain dipakein bubble wrap & kotak double. Mana lama bgt baru dikirim, order Sabtu dikirim Senin. Shame on you ????",negative
ini buat kado loh. masa dusnya hancur seperti ini.,negative
paraahh bgt box hipseat tdk sesuai dgn yg saya pesan. box rusak banget padahal kemasan luar rapih. itu berarti box sdh rusak sblm dikirim tapi maksa dikirim ke cust. bahan nya agak kasar ga lembut. saya khawatir ini gak ori. walopun lg promo tp tolong diberesin dong pengemasan nya. masa salah box gimana sih.,negative
"Berat barang di deskripsi 4,5kg. Padahal berat asli barang dari kurir saat diterima cuma 1kg. Jadi ongkir sangat mahal dari kenyataan dan harus mengajukan komplain dll untuk bisa dapat refund ongkir. Merepotkan.",negative
"Packingnya sangat jelek, barang yg diterima kotaknya sudah peot peot, karena rencananya barang ini untuk hadiah.",negative
"kemasannya kurang baikk kotakya gak rapih seperti bekas, pada hal mau buat kado??????",negative
"pesanan tdk sesuai minta biru diksh pink buat anak laki laki,seller ngga bisa baca kayanya.mengecewakan sekali,brg juga ngga bagus bagus amat standar...",negative
"Pesen Bak Mandi dikirim strap, ngaco ditanyain bolak balik malah kaga ada solusi, akhirnya saya beli strapnha lagi baru dikirim bak, lain kali kalo salah ya akuin salah.",negative
"order pink dateng biru,males balikin krna rugi ongkir..terpaksa terima apa ada'y",negative
Warna tidak sesuai yang diinfokan,negative
kusutt datengnya pink.. padahal sudah d notr biruu.. ga bisa baca kayanya ni penjual..,negative
pelayanan tokonya sampah..,negative
selang nya bolong ada 2 titik. harusnya sebelum kirim di cek dulu.,negative
"Kecewa karena penjual tidak melakukan req yang saya minta. Beli gendongan ini untuk kado, karena bisa req untuk ucapannya makanya saya beli disini. Saya sudah minta untuk difotokan kartunya sebelum dikirim ke teman saya, janjinya mau difotokan ternyata tidak. Sehingga teman saya yang menerima barangnya sampai bingung ini pengirimnya siapa. Setelah 2 hari barang tiba saya WA ke teman saya, dan dia menceritakan bahwa tidak ada tulisan apapaun didalam paketnya. Jadi dia bingung ini dari siapa. Tolong ya kedepannya setiap permintaan itu kalau sudah janji bisa dilakukan ditepati. Kalau memang dari awal tidak bisa melakukan saya tidak akan beli disini.",negative
Barang sampe dengan sobek Gw di kasih barang rijek kacau ni seller.,negative
sori bahan ternyata jelek.malu buat kado ke org.mana dudukan pke sterofoam lg.,negative
Barang tidak ok,negative
"Sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. Semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual",negative
ganti mengunakan sirclo packing susu hancur semuapayah 4 kotak rusak semua .,negative
"cukup sekali aja beli disini.. barang baru dikirim setelah 3 hari order, di chat gak direspon, packaging terkesan asal.. cukup tau aja..",negative
"yang bener aja dong, saya beli susu masa kemasannya kaya gini...bener2 kecewa, sudah mah ya lama dtgnya pas di open box kok hancur gini..",negative
"gausah beli ringlight disini, yg dikirim barang rusak. ringlightnya mati packingan tipis buat tripodnya bengkok. pengembalian dana ribet. saya ga terlalu masalah dgn tripodnya tapi ini ringlightnya gabisa dipake sm sekali saya mau kembaliin ringlight aja malah di persulit.nyesel beli disini buang2 duit buang2 waktu",negative
Barang dikirim tidak lengkap. Nggak ada phone holdernya. Jadi HP gak bisa dipasang. Sudah chat tapi respon lambat. Seolah sengaja dimepetin dengan durasi waktu selesai otomatis,negative
"barang datang dalam keadaan dilipat, padahal ada catatan barang digulung, jangan dilipat",negative
"bagi temen mending ga usah beli drone disini, drone yang saya pakai baru dipakai 1 hari terbangnya udah miring, pas take off malah jungkir balik sendiri, baling-baling kadang mati kadang hidup, chat ke penjual cuma diread dan ga direspon, klo ada bintang 0 mah udah tak kasi bintang 0 ni toko. ga niat jualan.",negative
"motor depan sebelah kanan cepat panas dan sekarang tdk berpungsi,motor belakang kiri jg sama",negative
"drone sulit dikendalikan. take off selalu miring wlpun ud kalibrasi sesuai kertas petunjuk. menu app android bhs inggris tapi pesan errornya bahasa mandarin, gak bisa baca.",negative
"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... Official store tapi pelayanan nya kayak gini, its not recomended deh",negative
"kurang cocok pake samsung S21 ultra, hp nya berat, gimbalnya miring2",negative
"kecewa banget ,masa yang datang cuma tripot nya ada, ngga ada ring light nya tripotnya pun pada patah??",negative
"Judul & deskripsi misleading, bikin org salah paham & udah keburu yg nyampe nggak sesuai pesanan. Ini blm pasti dpt right light ya, hati2 kl beli",negative
"awal dikirim brg sih packing rapih ya, tp ada bocel sm kaki tripod karetnya ada yg ilang. trs saya balikim barangnya (saya kasih bubble wrap buat balikin). tp seller kirim brg barunya sama sekali ga pake bubble wrap, alhasil banyak lecet + penyok2, dibilang dr seller ktnya hrs xtra bubble wrap???. tau gt saya balikinnya gausa make bubble wrap",negative
Barang mau dikirim pakai ekspedisi ke luar kota tapi tidak dibungkus plastik!!! Background basah akhirnya tidak bisa dipakai sama sekali.,negative
"Hasil potongan produk tidak rapih. Kancing pengait tidak pas. Latar background kekecilan. Batok charger lampu cepat panas, mengakibatkan lampunya kelap-kelip setelah pemakaian 5 menit.",negative
"Barang yang dikirim kotor dan bekas, double tape sudah terbuka dan ada rambut, deskripsi padahal baru bukan bekas",negative
"Case kardusnya dah lama dan robek, di box nya ada bekas karat dan strip Led cuma 1 ternyata.... ????",negative
"Jujur kecewa, 1. Pengiriman sangat terlambat. 2. Lampu LED kualitasnya sangat buruk, pakai kurang lebih 15 menit langsung mati, tak terpakai lagi. 3. Akrilik hitam seperti yang dijanjikan tidak ada. 4. Ada harga ada rupa.5. It's a Negative Negative deal afterall.",negative
"Barang di terima banyak yg bocor keluar dan banyak yg kosong,barang tidak sesuai deskripsi",negative
"silica gel nya lembab, packing kurang rapat dan rapih. seharusnya di packing dengan rapat",negative
"packing kurang baik untuk silica gel, hanya dibungkus plastik dan plastiknya di hekter, sehingga udara bisa keluar masuk, mestinya di seal supaya kedap udar",negative
"barang oke, tapi seller packingnya asal, kemasannya bocor, silica gelnya jadi keluar semua, apa gunanya lagi silica gelnya ? sudah terkena udara. Tida direkomendasikan buat beli disini",negative
"Product ok lah , tp sayang ada beberapa sachet nya yg sobek , jadi di dalam nya beraktakan gel",negative
"udah sering beli banyak bahkan. tapi untuk yg sekarang sangat kecewa sekali karena ada satu yg gagal,depan belakang sama.sayangnya ketika ditanya malah disuruh nunggu. tapi tidak ada jawaban sampai sekarang. tau gitu di komplain",negative
"Aduk Ka.kenapa ya makin ke sini pengiriman barang nya makin jelek..barang banyak yg keriput, kusut, rusak.. tolong dong ke depannya di perbaiki",negative
"barang tidak lengkap, sudah coba kirim video unboxing tapi ga bisa2 masuk.sudah minta nomer WA dan email, agar bisa kirim videonya tapi tidak direspon.dan sudah balas email ke tokopedia juga, tapi tidak di balas. percuma barang nya juga tidak bisa di pakai karena tidak lengkap(padahal di gambar tertera free)",negative
"barangnya ringkih, gampang patah. pengunci tidak paten. bahan kurang bagus. ya mungkin sesuai sama harganya, kliatan kaya diskon padahal harga normal untuk kualitas segitu, ini yg buat g bintang 1 lah.",negative
"Sepertinya kali ini berlaku prinsip harga sesuai kualitas. Waktu cek awal udah feeling ga enak krn ada 1 bantal kaki yg lepas. Lanjut kemudian tiang penyangga bagian tengah lepas. Lanjut penghubung tiang tidak bisa dicantolin. Saya coba, masih biaa di pake. Ada sedikit harapan, Tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape. Jadi totally ga bisa di pake. Yahhh anggap aja hitung2 amal deh. Pengalaman aja. Untuk tokonya no comment sih, krn ga komunikasi lebih.",negative
"Baterainya yang saya dapet rusak, pantes pas di charge ga penuh penuh, pas dicoba ternyata gabisa. Fisik baterainya juga agak kembung",negative
"kurang bagus kualitas nya kemaren beli ditoko sebelah harga sama kualitas lumayan, yg ini boros Dan bikin kamera jadi over heat",negative
"pengiriman sangat lama padahal didalam jabodetabek. begitu barang sampai ada satu yg cacat. kayak ada bagian belum selesai finishing, alhasil harus motong bagian yg berlebih terus di amplas. perekat 3M nya juga sulit dikelupas. Mohon kedepannya sebelum barang dikirim dicek dulu. Udh ada 2 barang yg cacat juga ini.",negative
"Produk memang sesuai deskripsi penjual. Harga jg terjangkau. Pengiriman pun cepat. Tapi kualitas produknya berbeda dgn original/bawaan spt tingkat presisi antar bagian maupun finishing nya. Agak keras diputar2 utk setting. Bautnya pun yg panjang,padahal original nya yg panjang hanya utk kamera saja,sehingga menjadi pemberat di helm.",negative
"Barang rusak, pesen tgl 11, tgl 28 baru sempet pake buat wedingan pas mau di cas lagi udah drop gabisa isi daya. Hadehh cuma kepake sekali tok.",negative
Tidak ada rincian cara penggunaan nya.. tidak ada keterangan alat pendukung utk HP dan kamera. Jadi ngga ngerti saya klo di pake ke HP gmn caranya? Cara tinggiin tripod nya gimn???,negative
kamera yang saya beli baru dipakai 1 hari sudah layarnya rusak. dengan harga yg cukup mahal barangnya tidak bagus mutunya.,negative
"Packing kurang aman, handle patah,emang bahan plastiknya ringkih sih, maklum. Pengiriman lumayan cepat.",negative
"brangnya ringkih baru dateng uda pecah 3 part padahal kemasan uda oke, next time di cek dlu sebelum kirim",negative
barang yg dikirim tidak sesuai pesanan (salah warna) harap bisa lebih teliti lg dan merespon komplain dgn lebih tanggap.,negative
"produk sih bagus, hanya seller tidak teliti mbaca pesanan, salah ukurannya, jadinya saya yang susah",negative
"sorry banget nih, namanya review kan harus jujur ya,agak kecewa sama warnanya aja, pesannya mustard yg dateng orange, kupikir salah kirim ternyata menurut penjualnya mustard kayak gitu warnanya, padahal klo pun salah kirim saya gak nuntut apa apa",negative
"Bahannya jelek, yah memang sesuai dgn harganya sih. Lipatannya terlalu kentara, akhirnya tidak bisa dipakai...",negative
"prod dikirim dgn dilipat,tdk digulung padahal utk background foto..jadinya ada bekas lipatan permananen",negative
"Cepet nyampe karena pake yg kiriman sehari, mic nya ga bsa dpake. Chat ke penjualnya, bilang nya itu cuma bonusan.. so.. emang klo bonusan harus dkasi yg rusak..",negative
"dalam kondisi mati lampu hijaunya tetap hidup, sampai-sampai batrainya berkurang tampa di pakai",negative
"Produk yang saya terima kondisi motor sabliziernya kurang baik, al hasil video bukannya jadi mulus malah unstableized",negative
"barang sampe cepat, packaging rapi dan aman.cuma sayang bbrp fitur seperti tombol trigger dan AI Lock nya ga bisa. Tanya ke toko, mesti hub garansinya, toko ga bisa bantu. mohon maaf ya kasih bintangnya 3, karena saya kurang puas. trimakasih",negative
"Saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. Tapi kenapa berbeda ya ketika beli barang nya. Noise nya masih terdengar meskipun pakai deadcat di indoor. Dan ga compatible juga sama splitter jack.",negative
"kabel jack nya sangat tidak bagus. saya colok ke mic nya tidak terbaca, saya coba colok ke speaker harus di teken biar nyala suara. untuk mic nya bagus tapi saya harus pake jack yang lain.",negative
Barang tidak sesuai yg diiklannkan. sdh di tukar yg baru tapi sama payahnya tidak peka dan tidak copartble untuk beberapa merk,negative
Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,negative
"Tidak bisa digunakan secara native, harus menggunakan aplikasi tertentu (tidak disebutkan di deskripsi). Windshield rusak on arrival.",negative
"Saya sudah tulis motif iron cement, tapi ternyata ga ke save. Penjual ga tanya motif dulu, malah langsung kirim motif acak. ??",negative
"Udah bbrp kali beli disini (di app ijo & oren), puas dgn barangnya. Hanya saja di pembelian terakhir ini, kecewa sih. Saya beli Oyster Cement, dengan asumsi warnanya abu muda seperti Dove Grey Cement, hanya saja lebih mulus teksturnya (sprti di katalog). Sudah saya cari referensi foto2 ulasan juga blm menemukan foto realnya. Jadi saya order saja. Ternyata pas datang, hasilnya jauh lebih kuning dari bayangan. Lalu saya bandingkan dengan Dove Grey Cement saya dari pembelian sebelumnya, tnyata beda banget (photo attached). Mgkn lain kali Seller kalo foto produknya, disetting dulu lighting/white balancenya supaya akurat & netral warnanya antar produk. Seller jg kurang komunikatif, sblmnya pernah minta foto produknya yg lebih jelas / zoom in, tidak diberikan. Bagi customer selanjutnya, pls note Oyster Cement sprti ini ya. Plus point: packing rapi & pengiriman cepat",negative
"Barang udah sampai, tapi kondisinya sobek",negative
"Agak penyok dikit yg sebelah kiri, usb gak berfungsi jadi mesti ganti usb sendiri",negative
"Barang sampai, kabel yg dikasih rusak. Jadi harus pakai kabel lain biar lampu nyala. Mungkin next QC nya bs di tingkatkan",negative
Barang berfungsi norma. Kecuali kabel USB nya rusak. Jadi saya pake kabel USB HP. komplen ke toko hanya minta maaf tidak menawarkan untuk diganti. Tolong cek dulu sebelum dikirim. Tks,negative
"Barang sdh dtg packing rapih, tapi LED nya tdk nyala. Brg dtg ketika sy lg travelling pas di coba LED tdk nyala dan di hubungi tokonya tdk mau bertanggung jawab krn status order telah selesai. Selayaknya brg di test dahulu sebelum dikirim ke pembeli utk memastikan semua berfungsi!",negative
"Miniboxnya sih ok lampu led berfungsi dan menyala semua , tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp, saya komplain dengan maksud tinggal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online, fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau,",negative
pengiriman cepat...tp kurang teliti saat dikirim...Macro Lensnya tidak ada..saya cuma dapet fish eye sama wide angle... :( padahal macro lens yg saya mau..Mohon dicek dulu seblm dikirim..agak kecewa..,negative
"respon cepat, sayang lensa macro nya ada baret, masih dimaklumi lah karena murah, tp berharap kualitas barang bisa lebih baik",negative
"barang sudah sampai, tapi salah satu lensanya ada yang tergores ditengahnya :(",negative
"QC oh QC .. lensa dalamnya pecah katnya udah Cek QC, picking asal padahal udah nambah buble wrap. perbaiki pelayanan..!",negative
"TOKO TERBODOH YANG PERNAH ADA! 1. Packing ancur, tidak di packing sama sekali barang rusak. 2. Pesanan tidak sesuai. 3. Tujuan saya membeli di toko bodoh ini adalah membeli USB mini Fan, sebelum order tanya apakah barang ini ready? Toko menjawab ready. Hasilnya paket sampe di rumah di selipin uang refund USB mini Fan tersebut. Klk barang KOSONG cancel aja Tolol. SAYA HARAP PARA CUSTOMER BERPIKIR BERKALI KALI UNTUK BELANJA DI TOKO TOLOL INI. Dari pada kecewa setelah membeli nya. Terimakasih.",negative
semoga bisa ditingkatkan lagi QCnya. packing baik dengan bubblewrap jadi tidak mungkin patah dari pengiriman. sayang saya tidak ada video unboxing karena sebelumnya pernah beli dan sangat aman. mungkin saat jepit waktu packing posisinya tidak pas jadi ujungnya gompal.,negative
"packingnya kurang banget, ujung2nya pd lecet. jumlah lengkap sesuai order",negative
"Murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan, gak berat. jd utk harga murah begini ya gausah ekspektasi tinggi2.",negative
Keras sekali. Sampai tangan sakittt . Yg dijual paket bagus. yg dijual lepasnya beda bgt. nyesel beli banyak.,negative
"sudah dtrima barusan, ada cacat goresan2 jadi ga mulus kesan spt bekas ketara (_ _) tapi y sudahlh. thanks.",negative
"kurang bagus buat kamera mirrorless, masih goyang goyang",negative
"unboxing barang setelah seminggu karena dr luar kota, kecewa bgt sy beli 2 barang ditoko ini, satu tripod ini satu lagi cover plastik anti air, pas diunboxing ternyata yg dikirim cuma tripod aja, cover plastiknya tidak ada. emang harga murah, gak sebrapa tapi kualitas toko harusnya diutamakan. gak tau gak teliti atau sengaja gak dikirim. yg pasti costumer udah dirugikan. waspada yg belanja online, power Negativege gak ngejamin trust seller.",negative
kecewa barang tdk lengkap tdk ada holder U mohon dipetiksa sbelum.kirim anak saya nangis dan marah,negative
"barang kualitas jelek, kaki patah, banyak pecah sedikit ditekuk pecah dan copot.. blum sempet pake udh tak buang aja",negative
Ukuran mur di kepala gorillanya ga sesuai dgn ukuran mur utk holder handpone begitu jg dgn kamera saya. Sgt mengecewakan. Jd sama sekali tak bs digunakan. Tolong ksh solusi dong,negative
"Kurang tau karena apa, yg jelas sampai dirumah saya cek gorilla pod nya ternyata sudah ada yg pecah menjadikan kakinya gampang copot.",negative
"Gan ini gimana ya gorrilapod nya ga cocok sm kamera saya bahkan untuk bawaannya aja ga bisa masuk ga sesuai yang di gorillapod terlalu besar, padahal saya sudah diskusi tanya apakah bisa untuk Fuji XA-3 dan agan jawab bisa. Ini kebesaran ga muat di lubangnya, di lubang untuk jd tongsis hp pun ga bisa dipasang :( barangnya bagus tapi ga sesuai dan gak bisa saya gunakan jadinya :((((",negative
"Barang hilang/tidak sampai tujuan. Resi nyangkut di agen kurir. Sempat kontak CS, dan CS mau tanyakan ke rekannya dulu, tapi sampai sekarang tidak ada kejelasan. Sayang sekali. Untung ini barang murah, jadi sy jg tidak rugi2 amat.",negative
Gampang lepas dan kurang nge-grip di new Fujifilm X-T3 saya,negative
"Lehernya patah, seller nya ga bisa ganti rugi. Gatau di cek dulu apa ngga sebelum di kirim",negative
"barangnya tidak berfungsi dengan baik, kakinya, ga bisa di kunci,....yg lainnya oke",negative
"setelah beberapa lama barang sudah agak rusak, padahal pemakaian jarang",negative
"kaki tripod rusak, tdk bs terkunci, di angkat lsg turun",negative
"Uda di noted tulung di cek baik baik. Mungkin drivernya kali ya yg patahin. 1. j hook PATAH , 2. 3M rusak kyk keteken kucel mirip duit lama #Pdhal pembelian pertama memuaskan knpa yg kedua begini #Lain x tulung di cek lebih teliti lagi yah",negative
Bahannya kurang kuat sehingga pada saat mau pasang ke quick mount malah patah mekanisme penguncinya,negative
"Pengiriman cepat, cma packingnya ndak rapi, trus barangnya mudah patah, blom di pkai sudah patah",negative
